,ws80,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2018-01-01 00:00:00,1.006986298448172,1.3789510471647806,,,,,,,,,,,
2018-01-01 00:10:00,1.006986298448172,1.0718511051355477,,,,,,,,,,,
2018-01-01 00:20:00,1.006986298448172,0.8383235275934421,,,,,,,,,,,
2018-01-01 00:30:00,1.006986298448172,1.29817984129375,,,,,,,,,,,
2018-01-01 00:40:00,1.006986298448172,1.0344863497143804,,,,,,,,,,,
2018-01-01 00:50:00,1.006986298448172,0.7328070345026716,,,,,,,,,,,
2018-01-01 01:00:00,1.464045906350127,1.5144771686013714,,,,,,,,,,,
2018-01-01 01:10:00,1.464045906350127,1.1175438238027156,,,,,,,,,,,
2018-01-01 01:20:00,1.464045906350127,1.536967953657636,,,,,,,,,,,
2018-01-01 01:30:00,1.464045906350127,1.6109820783757904,,,,,,,,,,,
2018-01-01 01:40:00,1.464045906350127,1.8088231857336203,,,,,,,,,,,
2018-01-01 01:50:00,1.464045906350127,1.283110789942537,,,,,,,,,,,
2018-01-01 02:00:00,1.533769213000122,1.4859277330487837,,,,,,,,,,,
2018-01-01 02:10:00,1.533769213000122,1.5860472930847451,,,,,,,,,,,
2018-01-01 02:20:00,1.533769213000122,1.3720749399267351,,,,,,,,,,,
2018-01-01 02:30:00,1.533769213000122,1.3998873173294395,,,,,,,,,,,
2018-01-01 02:40:00,1.533769213000122,1.5535742054110948,,,,,,,,,,,
2018-01-01 02:50:00,1.533769213000122,1.590215966385917,,,,,,,,,,,
2018-01-01 03:00:00,1.7565196197466253,1.9037482834772017,,,,,,,,,,,
2018-01-01 03:10:00,1.7565196197466253,1.8294166068788005,,,,,,,,,,,
2018-01-01 03:20:00,1.7565196197466253,2.052476743676824,,,,,,,,,,,
2018-01-01 03:30:00,1.7565196197466253,1.476098965104165,,,,,,,,,,,
2018-01-01 03:40:00,1.7565196197466253,1.483034350683563,,,,,,,,,,,
2018-01-01 03:50:00,1.7565196197466253,1.5973978245569085,,,,,,,,,,,
2018-01-01 04:00:00,1.1343532284428186,1.4268041610013835,,,,,,,,,,,
2018-01-01 04:10:00,1.1343532284428186,0.9399658946262376,,,,,,,,,,,
2018-01-01 04:20:00,1.1343532284428186,1.0437154545380465,,,,,,,,,,,
2018-01-01 04:30:00,1.1343532284428186,0.8505577204839448,,,,,,,,,,,
2018-01-01 04:40:00,1.1343532284428186,1.1381821656727655,,,,,,,,,,,
2018-01-01 04:50:00,1.1343532284428186,1.360742430803232,,,,,,,,,,,
2018-01-01 05:00:00,1.842048237246285,2.184625274371008,,,,,,,,,,,
2018-01-01 05:10:00,1.842048237246285,1.7487026642446934,,,,,,,,,,,
2018-01-01 05:20:00,1.842048237246285,1.497978676984295,,,,,,,,,,,
2018-01-01 05:30:00,1.842048237246285,1.8799200961007787,,,,,,,,,,,
2018-01-01 05:40:00,1.842048237246285,1.83072175938418,,,,,,,,,,,
2018-01-01 05:50:00,1.842048237246285,1.8196429502879523,,,,,,,,,,,
2018-01-01 06:00:00,2.223900245077552,2.115240821303794,,,,,,,,,,,
2018-01-01 06:10:00,2.223900245077552,2.298751245962672,,,,,,,,,,,
2018-01-01 06:20:00,2.223900245077552,2.522165824270964,,,,,,,,,,,
2018-01-01 06:30:00,2.223900245077552,2.3008396781473355,,,,,,,,,,,
2018-01-01 06:40:00,2.223900245077552,2.353014207103721,,,,,,,,,,,
2018-01-01 06:50:00,2.223900245077552,2.48094339924938,,,,,,,,,,,
2018-01-01 07:00:00,2.581821744990894,2.4206017187662066,,,,,,,,,,,
2018-01-01 07:10:00,2.581821744990894,2.507949189353147,,,,,,,,,,,
2018-01-01 07:20:00,2.581821744990894,2.4893183114390607,,,,,,,,,,,
2018-01-01 07:30:00,2.581821744990894,2.4042260919083343,,,,,,,,,,,
2018-01-01 07:40:00,2.581821744990894,2.7555845174518114,,,,,,,,,,,
2018-01-01 07:50:00,2.581821744990894,2.2462359181288054,,,,,,,,,,,
2018-01-01 08:00:00,2.479059608020303,2.5943637121596046,,,,,,,,,,,
2018-01-01 08:10:00,2.479059608020303,2.8404949035331155,,,,,,,,,,,
2018-01-01 08:20:00,2.479059608020303,2.486643638555553,,,,,,,,,,,
2018-01-01 08:30:00,2.479059608020303,2.279584200980275,,,,,,,,,,,
2018-01-01 08:40:00,2.479059608020303,2.391888291116842,,,,,,,,,,,
2018-01-01 08:50:00,2.479059608020303,2.1983952614743405,,,,,,,,,,,
2018-01-01 09:00:00,1.5864446210182936,1.93933019081196,,,,,,,,,,,
2018-01-01 09:10:00,1.5864446210182936,1.3548491561304874,,,,,,,,,,,
2018-01-01 09:20:00,1.5864446210182936,1.4234359707056694,,,,,,,,,,,
2018-01-01 09:30:00,1.5864446210182936,1.69887274250502,,,,,,,,,,,
2018-01-01 09:40:00,1.5864446210182936,1.6979382371009408,,,,,,,,,,,
2018-01-01 09:50:00,1.5864446210182936,1.844945122366948,,,,,,,,,,,
2018-01-01 10:00:00,0.8000768482155091,0.9691923431342658,,,,,,,,,,,
2018-01-01 10:10:00,0.8000768482155091,1.1765421131650091,,,,,,,,,,,
