,ws80,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2018-01-01 00:00:00,0.5718766637644686,0.700300990605574,,,,,,,,,,,
2018-01-01 00:10:00,0.5718766637644686,0.7689434510364066,,,,,,,,,,,
2018-01-01 00:20:00,0.5718766637644686,0.6650895836164747,,,,,,,,,,,
2018-01-01 00:30:00,0.5718766637644686,0.3153213930460968,,,,,,,,,,,
2018-01-01 00:40:00,0.5718766637644686,0.3673668821686864,,,,,,,,,,,
2018-01-01 00:50:00,0.5718766637644686,0.4548188577465919,,,,,,,,,,,
2018-01-01 01:00:00,0.3438853994861565,0.5922661390619068,,,,,,,,,,,
2018-01-01 01:10:00,0.3438853994861565,0.0053515305760913,,,,,,,,,,,
2018-01-01 01:20:00,0.3438853994861565,0.1927269113558321,,,,,,,,,,,
2018-01-01 01:30:00,0.3438853994861565,0.3353513998023944,,,,,,,,,,,
2018-01-01 01:40:00,0.3438853994861565,0.2955639275350314,,,,,,,,,,,
2018-01-01 01:50:00,0.3438853994861565,0.3516806843345163,,,,,,,,,,,
2018-01-01 02:00:00,1.3523732725207944,1.3184896199032985,,,,,,,,,,,
2018-01-01 02:10:00,1.3523732725207944,1.5449021597549468,,,,,,,,,,,
2018-01-01 02:20:00,1.3523732725207944,1.1090209474893689,,,,,,,,,,,
2018-01-01 02:30:00,1.3523732725207944,1.550057647907815,,,,,,,,,,,
2018-01-01 02:40:00,1.3523732725207944,1.4944169630761652,,,,,,,,,,,
2018-01-01 02:50:00,1.3523732725207944,1.319085804788987,,,,,,,,,,,
2018-01-01 03:00:00,1.5188576002013543,1.3814556014448989,,,,,,,,,,,
2018-01-01 03:10:00,1.5188576002013543,1.6838262835871354,,,,,,,,,,,
2018-01-01 03:20:00,1.5188576002013543,1.2649031044569918,,,,,,,,,,,
2018-01-01 03:30:00,1.5188576002013543,1.444250971834581,,,,,,,,,,,
2018-01-01 03:40:00,1.5188576002013543,1.7565059410728543,,,,,,,,,,,
2018-01-01 03:50:00,1.5188576002013543,1.6961686958771818,,,,,,,,,,,
2018-01-01 04:00:00,0.9862189280586784,1.2618127931439649,,,,,,,,,,,
2018-01-01 04:10:00,0.9862189280586784,0.9587548201143332,,,,,,,,,,,
2018-01-01 04:20:00,0.9862189280586784,0.8241938565957115,,,,,,,,,,,
2018-01-01 04:30:00,0.9862189280586784,0.6979309301590405,,,,,,,,,,,
2018-01-01 04:40:00,0.9862189280586784,0.658430801858901,,,,,,,,,,,
2018-01-01 04:50:00,0.9862189280586784,1.3268230390200109,,,,,,,,,,,
2018-01-01 05:00:00,0.405467705020744,0.2921104041350336,,,,,,,,,,,
2018-01-01 05:10:00,0.405467705020744,0.563516369596107,,,,,,,,,,,
2018-01-01 05:20:00,0.405467705020744,0.3686260875651161,,,,,,,,,,,
2018-01-01 05:30:00,0.405467705020744,0.5012663373728654,,,,,,,,,,,
2018-01-01 05:40:00,0.405467705020744,0.3408481444949756,,,,,,,,,,,
2018-01-01 05:50:00,0.405467705020744,0.2853792248495663,,,,,,,,,,,
2018-01-01 06:00:00,0.8554884494036568,0.7111790830680615,,,,,,,,,,,
2018-01-01 06:10:00,0.8554884494036568,0.6581808790831776,,,,,,,,,,,
2018-01-01 06:20:00,0.8554884494036568,1.209221748120429,,,,,,,,,,,
2018-01-01 06:30:00,0.8554884494036568,0.9716972076983008,,,,,,,,,,,
2018-01-01 06:40:00,0.8554884494036568,1.2008008397610364,,,,,,,,,,,
2018-01-01 06:50:00,0.8554884494036568,0.7405680416002647,,,,,,,,,,,
2018-01-01 07:00:00,0.938642964388648,1.2630114631138163,,,,,,,,,,,
2018-01-01 07:10:00,0.938642964388648,1.004796802607222,,,,,,,,,,,
2018-01-01 07:20:00,0.938642964388648,0.5861382068089185,,,,,,,,,,,
2018-01-01 07:30:00,0.938642964388648,1.218796854698343,,,,,,,,,,,
2018-01-01 07:40:00,0.938642964388648,0.6428563003972052,,,,,,,,,,,
2018-01-01 07:50:00,0.938642964388648,0.6661922255822259,,,,,,,,,,,
2018-01-01 08:00:00,1.4281801144344053,1.3528737802735584,,,,,,,,,,,
2018-01-01 08:10:00,1.4281801144344053,1.410781867343504,,,,,,,,,,,
2018-01-01 08:20:00,1.4281801144344053,1.5377382106044293,,,,,,,,,,,
2018-01-01 08:30:00,1.4281801144344053,1.3740731891619615,,,,,,,,,,,
2018-01-01 08:40:00,1.4281801144344053,1.5068423952237748,,,,,,,,,,,
2018-01-01 08:50:00,1.4281801144344053,1.180159258524332,,,,,,,,,,,
2018-01-01 09:00:00,1.8514817697701809,1.83700430647474,,,,,,,,,,,
2018-01-01 09:10:00,1.8514817697701809,1.6250933243405827,,,,,,,,,,,
2018-01-01 09:20:00,1.8514817697701809,1.5813950807328276,,,,,,,,,,,
2018-01-01 09:30:00,1.8514817697701809,1.6965656152007096,,,,,,,,,,,
2018-01-01 09:40:00,1.8514817697701809,1.7461776738007,,,,,,,,,,,
2018-01-01 09:50:00,1.8514817697701809,1.6156227011260955,,,,,,,,,,,
